String ID,Dev Notes / Context,Character Limit,Text,
Slot 3,Base Building Slots,24,Emplacement 3,
Slot 4,Base Building Slots,24,Emplacement 4,
Slot 5,Base Building Slots,24,Emplacement 5,
Slot 6,Base Building Slots,24,Emplacement 6,
Slot 7,Base Building Slots,24,Emplacement 7,
Modules are used to obtain passive bonuses.\nOnce the module is installed it will be at level 0.\nTo increase its level and acquire bonuses you must craft the corresponding kit at the workbench.\nYou can uninstall a module whenever you want but the materials needed to build it will not be refunded.,Base Building Info,320,"Les modules donnent des bonus passifs.\nUne fois installé, il est au niveau 0.\nPour augmenter son niveau et obtenir les bonus, fabriquez le kit correspondant à l'atelier.\nVous pouvez désinstaller un module quand vous voulez, mais les matériaux ne sont pas remboursés.",
Infirmary,Base Module Names,32,Infirmerie,
Allow crafting medication and grants passive bonus to increase overall health,"Base Module Descriptions, general",320,Permet de fabriquer des médicaments et donne des bonus passifs pour augmenter la santé globale,
"Increase max HP, less chance of bleeding,\ngradually restore HP.","Base Module Descriptions, alt a",320,"Augmente les PV max, réduit les chances de saignement,\nrégénère progressivement les PV.","\nrégén PV graduelle."""
Storage,Base Module Names,32,Stockage,
Provide more chest to store items,"Base Module Descriptions, general",320,Fournit plus de coffres pour stocker des objets,
+1 Personal chest,"Base Module Descriptions, alt a",320,+1 coffre personnel,
Bedroom,Base Module Names,32,Chambre,
Comfortable bed that heals your wounds while sleeping.\nYour skills will level up faster,"Base Module Descriptions, general",320,Lit confortable qui soigne les blessures pendant le sommeil.\nVos compétences montent plus vite,
10% more experience.\nRecover fatigue and injuries 50% faster,"Base Module Descriptions, alt a",320,+10 % d'expérience.\nRécupération fatigue et blessures 50 % plus rapide,
20% more experience.\nRecover fatigue and injuries 100% faster,"Base Module Descriptions, alt b",320,+20 % d'expérience.\nRécupération fatigue et blessures 100 % plus rapide,
Kitchen,Base Module Names,32,Cuisine,
Good nutrition is essential.\nThis kitchen allows to cook scrap food into more beneficial meals,"Base Module Descriptions, general",320,Une bonne nutrition est essentielle.\nCette cuisine permet de transformer les déchets alimentaires en repas plus bénéfiques,
Allows cooking basic meals,"Base Module Descriptions, alt a",320,Permet de cuisiner des repas basiques,
Allows cooking all meals,"Base Module Descriptions, alt b",320,Permet de cuisiner tous les repas,
Recycling center,Base Module Names,32,Centre de recyclage,
Nothing is wasted! Gain more materials when you scrap them,"Base Module Descriptions, general",320,Rien ne se perd ! Gagnez plus de matériaux en recyclant,
+15% scrapped items,"Base Module Descriptions, alt a",320,+15 % objets recyclés,
+30% scrapped items,"Base Module Descriptions, alt b",320,+30 % objets recyclés,
Gym,Base Module Names,32,Salle de gym,
A small gym where you can work out.\nGrants more stamina and cardio experience rate,"Base Module Descriptions, general",320,Petite salle de gym pour s'entraîner.\nDonne plus d'endurance et augmente le taux d'XP cardio,
+10 stamina.\n+20% cardio experience rate,"Base Module Descriptions, alt a",320,+10 endurance.\n+20 % taux d'XP cardio,
+20 stamina.\n+40% cardio experience rate,"Base Module Descriptions, alt b",320,+20 endurance.\n+40 % taux d'XP cardio,
Shooting range,Base Module Names,32,Stand de tir,
Train your shooting skill.\nGain more weapon damage and shooting experience rate,"Base Module Descriptions, general",320,Entraîne votre compétence de tir.\nAugmente les dégâts des armes et le taux d'XP tir,
+5% weapon damage.\n+20% shooting experience rate,"Base Module Descriptions, alt a",320,+5 % dégâts armes.\n+20 % taux d'XP tir,
+10% weapon damage.\n+40% shooting experience rate,"Base Module Descriptions, alt b",320,+10 % dégâts armes.\n+40 % taux d'XP tir,
Radio station,Base Module Names,32,Station radio,
in development - do not install,"Base Module Descriptions, general",320,en développement - ne pas installer,
Allows to see all the minimap,"Base Module Descriptions, alt a",320,Permet de voir toute la minimap,
Show interesting points and chests on the minimap,"Base Module Descriptions, alt b",320,Affiche les points d'intérêt et coffres sur la minimap,
Forge,Base Module Names,32,Forge,
Provide scrap items every day,"Base Module Descriptions, general",320,Fournit des objets scrap tous les jours,
Provide some scrap items every day,"Base Module Descriptions, alt a",320,Fournit quelques objets scrap par jour,
Scavenger,Base Module Names,32,Récupérateur,
Gives away random items every day,"Base Module Descriptions, general",320,Donne des objets aléatoires tous les jours,
Gives away random items every day,"Base Module Descriptions, alt a",320,Donne des objets aléatoires tous les jours,
Garden,Base Module Names,32,Jardin,
"Grows scrap food and scrap medicine, provides a small amount every day","Base Module Descriptions, general",320,"Cultive nourriture et médicaments scrap, fournit une petite quantité quotidienne",
20 scrap food and 10 scrap medicine,"Base Module Descriptions, alt a",320,20 nourriture scrap et 10 médicaments scrap,
40 scrap food and 25 scrap medicine,"Base Module Descriptions, alt b",320,40 nourriture scrap et 25 médicaments scrap,
Ammo producer,Base Module Names,32,Producteur de munitions,
Provide scrap ammo every day and allows you to craft ammunition,"Base Module Descriptions, general",320,Fournit des munitions scrap quotidiennes et permet de fabriquer des munitions,
30 scrap ammo every day and allows you to craft ammunition,"Base Module Descriptions, alt a",320,30 munitions scrap par jour et permet de fabriquer des munitions,
50 scrap ammo every day and get 30% more ammunition from crafting,"Base Module Descriptions, alt b",320,50 munitions scrap par jour et +30 % munitions craftées,
Workshop,Base Module Names,32,Atelier,
You can repair weapons and armor by yourself,"Base Module Descriptions, general",320,Vous pouvez réparer armes et armures vous-même,
You can repair weapons and armor by yourself,"Base Module Descriptions, alt a",320,Vous pouvez réparer armes et armures vous-même,
Repair costs 50% less,"Base Module Descriptions, alt b",320,Coûts de réparation réduits de 50 %,
...and those...,NPC text,96,...et ceux-là...,
...Bloody animals...,NPC text,96,...Sales bêtes...,
...Cough...Cough...,NPC text,96,...Toux...Toux...,
"...Grigoriy, GRIGORIIIIY...",NPC text,96,"...Grigoriy, GRIGORIIIIY...",
...Hunter...,NPC text,96,...Chasseur...,
...I forgot the...,NPC text,96,...J'ai oublié le...,
...let me take this...,NPC text,96,...laisse-moi prendre ça...,
...Maybe I should keep quiet...,NPC text,96,...Peut-être que je devrais me taire...,
"...Mr. Junk is so sorry, Grigoriy...",NPC text,96,"...M. Junk est tellement désolé, Grigoriy...",
...Mr. Junk's precious...,NPC text,96,...Le précieux de M. Junk...,
...No! No! No!...,NPC text,96,...Non ! Non ! Non !...,
...Now let me die....,NPC text,96,...Maintenant laisse-moi mourir...,
...Oh! Oh! Oh!...,NPC text,96,...Oh ! Oh ! Oh !...,
...Poor man...,NPC text,96,...Pauvre homme...,
...So beautiful...,NPC text,96,...Tellement beau...,
...The mall....,NPC text,96,...Le centre commercial...,
...the only friend Mr. Junk has ever had...,NPC text,96,...le seul ami que M. Junk ait jamais eu...,
...They are moving there....,NPC text,96,...Ils se dirigent là-bas...,
...They were torn to pieces...,NPC text,96,...Ils ont été déchiquetés...,
...Treasuressss...,NPC text,96,...Trésorrrrr...,
...What a headache...,NPC text,96,...Quel mal de tête...,
"...What did you say, Grigoriy? Oh! Yes! Yes! Yes!...",NPC text,96,"...Qu'est-ce que tu as dit, Grigoriy ? Oh ! Oui ! Oui ! Oui !...",
...What happened here...,NPC text,96,...Qu'est-ce qui s'est passé ici...,
...What?!,NPC text,96,...Quoi ?!,
...Yes! Yes! Yes!...,NPC text,96,...Oui ! Oui ! Oui !...,
...You look really good today Grigoriy...,NPC text,96,...Tu as vraiment bonne mine aujourd'hui Grigoriy...,
Aaaaaaa!,NPC text,96,Aaaaaaa !,
AAAAAHH!,NPC text,96,AAAAAHH !,
Ahh I am full Hunter...,NPC text,96,Ahh je suis plein Chasseur...,
Ahh! I'm hurt!,NPC text,96,Ahh ! J'ai mal !,
AHHH MY HEAD!,NPC text,96,AHHH MA TÊTE !,
Alright! Here should be fine,NPC text,96,OK ! Ici ça devrait aller,
Alright! It's closed now...,NPC text,96,OK ! C'est fermé maintenant...,
"I am not stupid, you are trying to fool me....",NPC text,96,"Je suis pas idiot, tu essaies de me rouler...",
Are you on a hunt?,NPC text,96,T'es en chasse ?,
Be careful what you do,NPC text,96,Fais gaffe à ce que tu fais,
Be careful with that...,NPC text,96,Fais gaffe avec ça...,
BLEAH!! I threw up!,NPC text,96,BLEAH !! J'ai vomi !,
Can't wait to get out of here,NPC text,96,J'ai hâte de sortir d'ici,
"cannot give you any equipment, Hunter....",NPC text,96,"peut pas te donner d'équipement, Chasseur...",
Come back to visit me,NPC text,96,Reviens me voir,
"Come out, come out, wherever you are",NPC text,96,"Sors, sors, où que tu sois",
Cover!,NPC text,96,À couvert !,
Coward!,NPC text,96,Lâche !,
Damn it!,NPC text,96,Merde !,
Damn!,NPC text,96,Putain !,
Damn! I don't have analyzer,NPC text,96,Merde ! J'ai pas l'analyseur,
Damn! I don't have the transmitter!,NPC text,96,Merde ! J'ai pas l'émetteur !,
Damn...,NPC text,96,Merde...,
"Did you say something, Hunter?",NPC text,96,"T'as dit quelque chose, Chasseur ?",
Die!,NPC text,96,Meurs !,
Do not bother me,NPC text,96,Me dérange pas,
"Do not watch Mr. Junk's treasure, Hunter!",NPC text,96,"Regarde pas le trésor de M. Junk, Chasseur !",
"Don't screw up, Hunter",NPC text,96,"Fous pas tout en l'air, Chasseur",
"Don't worry, your secret is safe",NPC text,96,"T'inquiète, ton secret est en sécurité",
Eat this!,NPC text,96,Mange ça !,
Here's some equipment.,NPC text,96,Voilà de l'équipement.,
Finally that shithole is closed,NPC text,96,Enfin ce trou à merde est fermé,
Fire in the hole!,NPC text,96,Grenade !,
Found one,NPC text,96,En voilà un,
"Fresh meat, huh?",NPC text,96,"Viande fraîche, hein ?",
Fuck it! I hope Artemovich doesn't send me in there,NPC text,96,Et merde ! J'espère qu'Artemovich m'y envoie pas,
Fuck!,NPC text,96,Putain !,
Fuck! A Grenade,NPC text,96,Putain ! Une grenade,
Fuck! I forgot the analyzer!,NPC text,96,Putain ! J'ai oublié l'analyseur !,
Fuck! I forgot the gps marker!,NPC text,96,Putain ! J'ai oublié le marqueur GPS !,
Fuck! I forgot the repair kit!,NPC text,96,Putain ! J'ai oublié le kit de réparation !,
Fuck! I forgot to bring the cctv camera!,NPC text,96,Putain ! J'ai oublié d'apporter la caméra CCTV !,
Fuck! I forgot to buy the dynamite!,NPC text,96,Putain ! J'ai oublié d'acheter la dynamite !,
Fuck! Is that blood coming out of my ears?,NPC text,96,Putain ! C'est du sang qui sort de mes oreilles ?,
Fuck...,NPC text,96,Putain...,
Get away from there!,NPC text,96,Dégage de là !,
Get out of here!,NPC text,96,Sors d'ici !,
Ghouls? Again?,NPC text,96,Goules ? Encore ?,
Gifts are coming!,NPC text,96,Des cadeaux arrivent !,
Go away!,NPC text,96,Dégage !,
Go find your own!,NPC text,96,Va chercher les tiens !,
Go go go!,NPC text,96,Allez allez allez !,
"God, life is tough here",NPC text,96,"Mon Dieu, la vie est dure ici",
Goddammit!,NPC text,96,Putain de merde !,
Good job with the CCTV camera,NPC text,96,Bon boulot avec la caméra CCTV,
Good job with the ghoul's lair Hunter!,NPC text,96,Bon boulot avec le repaire des goules Chasseur !,
Good luck hunter!,NPC text,96,Bonne chance chasseur !,
"Good luck with the ghoul's lair, Hunter",NPC text,96,"Bonne chance avec le repaire des goules, Chasseur",
Grenade!,NPC text,96,Grenade !,
Gunshots!,NPC text,96,Coups de feu !,
HAHAHAHA!,NPC text,96,HAHAHAHA !,
What the hell Hunter?,NPC text,96,C'est quoi ce bordel Chasseur ?,
Have you ever seen a ghoul? They are terrifying,NPC text,96,T'as déjà vu une goule ? Elles sont terrifiantes,
He has a silencer,NPC text,96,Il a un silencieux,
He hit me!,NPC text,96,Il m'a touché !,
He's dead!,NPC text,96,Il est mort !,
He's here!,NPC text,96,Il est là !,
he's there?,NPC text,96,il est là ?,
Hello,NPC text,96,Salut,
Help!,NPC text,96,À l'aide !,
Here is one,NPC text,96,En voilà un,
Here should be fine,NPC text,96,Ici ça devrait aller,
Here!,NPC text,96,Ici !,
Hey Hunter!,NPC text,96,Hey Chasseur !,
"Hey rookie, don't suppose you've seen my...",NPC text,96,"Hey débutant, t'as pas vu mon...",
Hey Yakim!,NPC text,96,Hey Yakim !,
HEY YOU!,NPC text,96,HEY TOI !,
HEY! Get away from Mr. Junk's treasure!,NPC text,96,HEY ! Éloigne-toi du trésor de M. Junk !,
How did I get here?,NPC text,96,Comment je suis arrivé ici ?,
I am blinded,NPC text,96,Je suis aveuglé,
I bet 3000 roubles that this one doesn't come back alive!,NPC text,96,Je parie 3000 roubles qu'il reviendra pas vivant !,
I CAN NOT MOVE!!,NPC text,96,JE PEUX PAS BOUGER !!,
I can't see anything!,NPC text,96,Je vois rien !,
I can't see him!,NPC text,96,Je le vois pas !,
I don't have the key,NPC text,96,J'ai pas la clé,
I don't wanna talk with you,NPC text,96,J'veux pas parler avec toi,
I forgot the CCTV camera!,NPC text,96,J'ai oublié la caméra CCTV !,
I forgot the GPS marker!,NPC text,96,J'ai oublié le marqueur GPS !,
