String ID,Dev Notes / Context,Character Limit,Text
Gives away random items every day,"Base Module Descriptions, general",320,Offre des objets au hasard chaque jour
Gives away random items every day,"Base Module Descriptions, alt a",320,Offre des objets au hasard chaque jour
Garden,Base Module Names,32,Jardin
"Grows scrap food and scrap medicine, provides a small amount every day","Base Module Descriptions, general",320,"Produit des restes de nourriture et de la médecine de récup, en fournit une petite quantité chaque jour"
20 scrap food and 10 scrap medicine,"Base Module Descriptions, alt a",320,20 restes de nourriture et 10 de médecine de récup
40 scrap food and 25 scrap medicine,"Base Module Descriptions, alt b",320,40 restes de nourriture et 25 de médecine de récup
Ammo producer,Base Module Names,32,Producteur de munitions
Provide scrap ammo every day and allows you to craft ammunition,"Base Module Descriptions, general",320,Fournit des munitions de récup chaque jour et permet de fabriquer des munitions
30 scrap ammo every day and allows you to craft ammunition,"Base Module Descriptions, alt a",320,30 munitions de récup par jour et permet de fabriquer des munitions
50 scrap ammo every day and get 30% more ammunition from crafting,"Base Module Descriptions, alt b",320,50 munitions de récup par jour et +30 % de munitions à la fabrication
Workshop,Base Module Names,32,Atelier
You can repair weapons and armor by yourself,"Base Module Descriptions, general",320,Vous pouvez réparer armes et armures vous-même
You can repair weapons and armor by yourself,"Base Module Descriptions, alt a",320,Vous pouvez réparer armes et armures vous-même
Repair costs 50% less,"Base Module Descriptions, alt b",320,Réparations 50 % moins chères
...and those...,NPC text,96,...et ceux-là...
...Bloody animals...,NPC text,96,...Putains d’animaux...
...Cough...Cough...,NPC text,96,...Tousse... Tousse...
"...Grigoriy, GRIGORIIIIY...",NPC text,96,"...Grigoriy, GRIGORIIIIY..."
...Hunter...,NPC text,96,...Chasseur...
...I forgot the...,NPC text,96,...J’ai oublié le...
...let me take this...,NPC text,96,...laisse-moi prendre ça...
...Maybe I should keep quiet...,NPC text,96,...Je ferais peut-être mieux de me taire...
"...Mr. Junk is so sorry, Grigoriy...",NPC text,96,"...Monsieur Bric-à-Brac est tellement désolé, Grigoriy..."
...Mr. Junk's precious...,NPC text,96,...Le précieux de Monsieur Bric-à-Brac...
...No! No! No!...,NPC text,96,...Non ! Non ! Non !...
...Now let me die....,NPC text,96,"...Maintenant, laisse-moi mourir..."
...Oh! Oh! Oh!...,NPC text,96,...Oh ! Oh ! Oh !...
...Poor man...,NPC text,96,...Pauvre homme...
...So beautiful...,NPC text,96,...Si beau...
...The mall....,NPC text,96,...Le centre commercial...
...the only friend Mr. Junk has ever had...,NPC text,96,...le seul ami que Monsieur Bric-à-Brac ait jamais eu...
...They are moving there....,NPC text,96,...Ils se déplacent là-bas...
...They were torn to pieces...,NPC text,96,...Ils ont été mis en pièces...
...Treasuressss...,NPC text,96,...Trésorssss...
...What a headache...,NPC text,96,...Quelle migraine...
"...What did you say, Grigoriy? Oh! Yes! Yes! Yes!...",NPC text,96,"...Qu’as-tu dit, Grigoriy ? Oh ! Oui ! Oui ! Oui !..."
...What happened here...,NPC text,96,...Que s’est-il passé ici...
...What?!,NPC text,96,...Quoi ?!
...Yes! Yes! Yes!...,NPC text,96,...Oui ! Oui ! Oui !...
...You look really good today Grigoriy...,NPC text,96,"...Tu as vraiment bonne mine aujourd’hui, Grigoriy..."
Aaaaaaa!,NPC text,96,Aaaaaaa !
AAAAAHH!,NPC text,96,AAAAAHH !
Ahh I am full Hunter...,NPC text,96,"Ahh, je suis repu, Chasseur..."
Ahh! I'm hurt!,NPC text,96,Ahh ! Je suis blessé !
AHHH MY HEAD!,NPC text,96,"AAAH, MA TÊTE !"
Alright! Here should be fine,NPC text,96,"Très bien ! Ici, ça ira"
Alright! It's closed now...,NPC text,96,Très bien ! C’est fermé maintenant...
"I am not stupid, you are trying to fool me....",NPC text,96,"Je ne suis pas idiot, tu essaies de m’avoir..."
Are you on a hunt?,NPC text,96,Tu es en chasse ?
Be careful what you do,NPC text,96,Fais attention à ce que tu fais
Be careful with that...,NPC text,96,Fais gaffe avec ça...
BLEAH!! I threw up!,NPC text,96,Beurk ! J’ai gerbé !
Can't wait to get out of here,NPC text,96,J’ai hâte de me tirer d’ici
"cannot give you any equipment, Hunter....",NPC text,96,"je ne peux pas te donner d’équipement, Chasseur..."
Come back to visit me,NPC text,96,Reviens me voir
"Come out, come out, wherever you are",NPC text,96,"Sors de là, où que tu sois"
Cover!,NPC text,96,Couverture !
Coward!,NPC text,96,Lâche !
Damn it!,NPC text,96,Merde !
Damn!,NPC text,96,Putain !
Damn! I don't have analyzer,NPC text,96,Merde ! J’ai pas l’analyseur
Damn! I don't have the transmitter!,NPC text,96,Merde ! J’ai pas l’émetteur !
Damn...,NPC text,96,Merde...
"Did you say something, Hunter?",NPC text,96,"T’as dit quelque chose, Chasseur ?"
Die!,NPC text,96,Crève !
Do not bother me,NPC text,96,Ne me dérange pas
"Do not watch Mr. Junk's treasure, Hunter!",NPC text,96,"Ne touche pas au trésor de Monsieur Bric-à-Brac, Chasseur !"
"Don't screw up, Hunter",NPC text,96,"Ne foire pas, Chasseur"
"Don't worry, your secret is safe",NPC text,96,"T’en fais pas, ton secret est en sécurité"
Eat this!,NPC text,96,Prends ça !
Here's some equipment.,NPC text,96,Voilà un peu d’équipement.
Finally that shithole is closed,NPC text,96,Enfin ce trou à rats est fermé
Fire in the hole!,NPC text,96,Grenade !
Found one,NPC text,96,J’en ai trouvé un
"Fresh meat, huh?",NPC text,96,"De la viande fraîche, hein ?"
Fuck it! I hope Artemovich doesn't send me in there,NPC text,96,Et merde ! J’espère qu’Artemovitch ne m’enverra pas là-dedans
Fuck!,NPC text,96,Putain !
Fuck! A Grenade,NPC text,96,Putain ! Une grenade
Fuck! I forgot the analyzer!,NPC text,96,Putain ! J’ai oublié l’analyseur !
Fuck! I forgot the gps marker!,NPC text,96,Putain ! J’ai oublié le marqueur GPS !
Fuck! I forgot the repair kit!,NPC text,96,Putain ! J’ai oublié le kit de réparation !
Fuck! I forgot to bring the cctv camera!,NPC text,96,Putain ! J’ai oublié la caméra de surveillance !
Fuck! I forgot to buy the dynamite!,NPC text,96,Putain ! J’ai oublié d’acheter la dynamite !
Fuck! Is that blood coming out of my ears?,NPC text,96,Putain ! C’est du sang qui sort de mes oreilles ?
Fuck...,NPC text,96,Putain...
Get away from there!,NPC text,96,Éloigne-toi de là !
Get out of here!,NPC text,96,Dégage d’ici !
Ghouls? Again?,NPC text,96,Des goules ? Encore ?
Gifts are coming!,NPC text,96,Des cadeaux arrivent !
Go away!,NPC text,96,Dégage !
Go find your own!,NPC text,96,Va t’en trouver toi-même !
Go go go!,NPC text,96,"Allez, allez !"
"God, life is tough here",NPC text,96,"Bon sang, la vie est dure ici"
Goddammit!,NPC text,96,Putain de bordel !
Good job with the CCTV camera,NPC text,96,Beau boulot avec la caméra de surveillance
Good job with the ghoul's lair Hunter!,NPC text,96,"Beau boulot pour la tanière des goules, Chasseur !"
Good luck hunter!,NPC text,96,"Bonne chance, Chasseur !"
"Good luck with the ghoul's lair, Hunter",NPC text,96,"Bonne chance pour la tanière des goules, Chasseur"
Grenade!,NPC text,96,Grenade !
Gunshots!,NPC text,96,Coups de feu !
HAHAHAHA!,NPC text,96,HAHAHAHA !
What the hell Hunter?,NPC text,96,"C’est quoi ce bordel, chasseur ?"
Have you ever seen a ghoul? They are terrifying,NPC text,96,Tu as déjà vu un goule ? Ils font flipper.
He has a silencer,NPC text,96,Il a un silencieux.
He hit me!,NPC text,96,Il m’a touché !
He's dead!,NPC text,96,Il est mort !
He's here!,NPC text,96,Il est là !
he's there?,NPC text,96,Il est là-bas ?
Hello,NPC text,96,Salut.
Help!,NPC text,96,À l’aide !
Here is one,NPC text,96,En voilà un.
Here should be fine,NPC text,96,"Ici, ça devrait aller."
Here!,NPC text,96,Ici !
Hey Hunter!,NPC text,96,"Hé, chasseur !"
"Hey rookie, don't suppose you've seen my...",NPC text,96,"Hé, bleu, t’aurais pas vu mon..."
Hey Yakim!,NPC text,96,"Hé, Yakim !"
HEY YOU!,NPC text,96,"HÉ, TOI !"
HEY! Get away from Mr. Junk's treasure!,NPC text,96,HÉ ! Lâche le trésor de M. Bric-à-brac !
How did I get here?,NPC text,96,Comment je suis arrivé ici ?
I am blinded,NPC text,96,Je suis aveuglé.
I bet 3000 roubles that this one doesn't come back alive!,NPC text,96,3000 roubles qu’il ne revient pas vivant !
I CAN NOT MOVE!!,NPC text,96,JE NE PEUX PAS BOUGER !!
I can't see anything!,NPC text,96,Je ne vois rien !
I can't see him!,NPC text,96,Je ne le vois pas !
I don't have the key,NPC text,96,Je n’ai pas la clé.
I don't wanna talk with you,NPC text,96,Je veux pas te parler.
I forgot the CCTV camera!,NPC text,96,J’ai oublié la caméra de surveillance !
I forgot the GPS marker!,NPC text,96,J’ai oublié le marqueur GPS !
I guess you're not a virgin anymore,NPC text,96,J’imagine que t’es plus vierge.
I hear gunshots!,NPC text,96,J’entends des coups de feu !
I just cant seem to find it.,NPC text,96,Je n’arrive pas à le trouver.
I need help here!,NPC text,96,J’ai besoin d’aide ici !
I need to get closer to the center,NPC text,96,Je dois me rapprocher du centre.
I need to reload!,NPC text,96,Je dois recharger !
I need to treat the radiation,NPC text,96,Faut que je traite la radiation.
I will try to collect some items for you,NPC text,96,Je vais essayer de te ramasser quelques trucs.
I'm chasing!,NPC text,96,Je le poursuis !
I'm close enough to place the analyzer,NPC text,96,Je suis assez près pour poser l’analyseur.
I'm coming!,NPC text,96,J’arrive !
I'm in!!,NPC text,96,Je suis dedans !
I'm not feeling good...BLEAH!!,NPC text,96,Je me sens pas bien... BEURK !!
I'm pushing!,NPC text,96,J’avance !
"I'm tasting blood, not good",NPC text,96,J’ai un goût de sang... pas bon.
I've got one minute to get my ass out of here!,NPC text,96,J’ai une minute pour me tirer d’ici !
"If we're lucky, we'll see the sunrise holding a cup of vodka!",NPC text,96,"Avec un peu de chance, on verra l’aube un verre de vodka à la main !"
If you want to pass you have to pay,NPC text,96,"Si tu veux passer, faut payer."
In memory of Grigoriy...,NPC text,96,À la mémoire de Grigoriy...
Interesting!,NPC text,96,Intéressant !
It seems that the bandits have taken everything...,NPC text,96,On dirait que les bandits ont tout pris...
It was the Crimson Corporation,NPC text,96,C’était la Corporation Cramoisie.
It's beautiful isn't it? Now move away!,NPC text,96,"C’est beau, hein ? Maintenant, dégage !"
It's Mr. Junk's alone! His alone!,NPC text,96,C’est à Monsieur Bric-à-brac ! À lui seul !
It's you,NPC text,96,C’est toi.
Jam! I need to reload!,NPC text,96,Enrayée ! Je dois recharger !
Jesus Christ!,NPC text,96,Bon sang !
Make sure to not make mess,NPC text,96,Fais pas de dégâts.
Man down!,NPC text,96,Homme à terre !
Many who venture out there never come back.,NPC text,96,Beaucoup ne reviennent jamais de là-bas.
Maybe there really is a spy....,NPC text,96,Peut-être qu’il y a vraiment un espion...
MILK! MILK! MILK!,NPC text,96,DU LAIT ! DU LAIT ! DU LAIT !
Mmm...,NPC text,96,Mmm...
Mmm?,NPC text,96,Mmm ?
MORPHINE! I need morphine!,NPC text,96,DE LA MORPHINE ! Il me faut de la morphine !
Motherfucker!,NPC text,96,Enfoiré !
Mr. Junk does not trade his treasure!,NPC text,96,Monsieur Bric-à-brac n’échange pas son trésor !
My eyes!,NPC text,96,Mes yeux !
My god! It hurts so much!,NPC text,96,Mon Dieu ! Ça fait trop mal !
My God...,NPC text,96,Mon Dieu...
Need something?,NPC text,96,Besoin de quelque chose ?
"Nevermind, you're not ready yet.",NPC text,96,"Laisse tomber, t’es pas prêt."
No no no no no! Go away!,NPC text,96,Non non non non non ! Va-t’en !
NO WAY!,NPC text,96,HORS DE QUESTION !
No! No! No!,NPC text,96,Non ! Non ! Non !
NO! NO! NOOOOOOOO!,NPC text,96,NON ! NON ! NOOOON !
Not like the last one,NPC text,96,Pas comme le dernier.
Now I can go back to Artemovich and report it,NPC text,96,Je peux rentrer voir Artemovitch et le signaler.
Oh God...,NPC text,96,Oh mon Dieu...
Oh shit! My nose is bleeding,NPC text,96,Oh merde ! Je saigne du nez.
OH!,NPC text,96,OH !
Oh! Hello,NPC text,96,Oh ! Salut.
